minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
1.68,5.7,5.64,9.0,1.16,2.49,4.71,489.73,112.03,0.88,227.08,10.69,64.2,52.24,0.0
1.51,2.06,6.41,9.0,1.92,2.49,4.47,542.95,107.28,0.94,292.06,9.47,60.95,47.67,0.0
1.54,3.51,6.96,9.0,1.92,4.12,4.33,503.61,98.75,0.9,249.19,10.12,62.01,49.75,0.0
3.3,4.1,5.63,9.0,1.92,3.15,4.36,577.35,136.91,0.98,317.0,10.0,63.76,48.75,0.0
2.63,5.72,10.92,9.0,1.11,2.49,4.16,464.2,92.67,0.83,198.13,10.88,65.0,52.63,0.0
2.63,5.72,6.41,9.0,1.03,7.09,4.13,468.55,102.38,0.85,201.89,11.09,65.2,53.52,0.0
2.71,5.72,6.41,9.0,1.11,5.21,4.33,535.85,150.33,0.98,269.95,10.87,65.06,52.68,0.0
2.78,5.72,13.29,9.0,1.93,7.09,4.34,519.1,106.66,0.93,256.09,10.55,64.28,51.35,0.0
2.68,4.57,8.23,9.0,1.76,2.73,4.69,541.64,119.17,0.92,278.67,10.22,64.44,49.54,0.0
3.05,3.89,5.99,9.0,1.11,7.15,4.28,477.15,106.44,0.86,214.72,10.85,64.24,52.97,0.0
2.71,5.72,13.32,9.0,1.11,2.36,4.32,502.9,120.99,0.88,235.65,10.89,65.32,52.46,0.0
1.34,5.72,6.41,9.0,1.11,5.21,4.87,472.43,107.78,0.85,204.17,10.99,65.57,52.65,0.0
2.71,5.72,5.74,9.0,1.11,5.79,4.26,520.57,134.65,0.93,252.36,10.93,65.64,52.89,0.0
2.71,2.38,6.41,9.0,1.11,5.21,4.83,520.23,133.59,0.94,262.43,10.34,63.12,51.13,0.0
3.13,5.53,12.54,9.0,1.11,4.26,4.73,476.49,104.75,0.87,209.36,11.03,65.34,53.83,0.0
3.19,4.54,6.41,9.0,1.11,5.21,4.58,561.15,168.0,1.01,293.3,10.78,65.54,52.49,0.0
4.96,3.14,6.41,9.0,0.94,5.21,4.56,554.76,176.44,1.0,291.7,10.65,64.45,51.9,0.0
3.69,5.72,3.97,9.0,1.11,4.66,4.15,493.68,117.1,0.89,229.23,10.86,64.63,53.06,0.0
2.71,5.22,13.32,9.0,1.43,6.04,4.15,461.27,85.8,0.82,194.82,10.93,65.21,52.49,0.0
1.47,5.72,13.32,9.0,1.11,4.76,4.41,479.07,111.97,0.86,210.59,11.07,65.69,52.71,0.0
5.0,5.72,13.32,9.0,1.11,2.36,4.41,533.44,143.62,0.96,268.7,10.77,64.69,52.71,0.0
4.24,4.19,13.32,9.0,1.11,2.36,4.61,585.07,180.53,1.0,318.0,10.53,65.76,51.06,0.0
2.71,5.72,11.4,9.0,1.67,2.36,4.15,488.04,90.74,0.84,224.54,10.4,64.37,50.37,0.0
4.01,5.72,13.08,9.0,1.11,2.85,5.02,581.82,182.19,1.04,312.99,10.74,65.88,52.31,0.0
