minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions,fitness
2.23,5.66,14.73,9.0,1.7,5.84,4.27,510.2,111.62,0.92,247.47,10.71,64.24,51.98,0.0,-0.18
3.91,5.66,13.9,9.0,1.01,2.86,4.3,512.12,135.21,0.91,244.06,10.94,65.56,52.93,0.0,-0.25
4.58,4.6,6.75,9.0,1.01,5.84,4.19,480.93,113.79,0.87,215.49,10.92,64.94,53.02,0.0,-0.34
2.73,5.66,14.73,9.0,0.93,5.84,4.17,448.78,93.22,0.82,181.86,11.23,65.26,54.24,0.0,-0.56
4.59,3.61,6.77,9.0,0.57,5.84,4.16,436.53,94.55,0.78,169.98,11.08,65.16,53.0,24.0,4.0
3.72,5.17,14.49,9.0,0.94,5.84,4.72,504.78,136.58,0.92,235.98,11.04,65.82,53.07,0.0,-0.12
3.58,5.66,6.11,9.0,0.93,5.84,4.21,462.91,101.36,0.83,194.68,11.09,65.6,53.26,0.0,-0.42
4.11,5.66,14.73,9.0,0.93,5.92,4.18,464.71,106.17,0.84,196.6,11.17,65.65,53.47,0.0,-0.46
2.73,5.66,14.73,9.0,0.93,4.54,4.11,453.06,95.78,0.81,186.03,11.14,65.3,53.79,0.0,-0.52
3.95,5.66,14.73,9.0,0.93,5.84,4.31,499.62,133.09,0.89,230.95,11.16,65.77,53.52,0.0,-0.35
2.73,1.59,4.84,9.0,0.93,5.84,4.95,539.21,147.02,0.94,281.85,9.97,63.17,49.35,0.0,0.54
2.73,5.66,14.73,9.0,0.93,3.25,4.44,495.95,126.8,0.89,227.85,11.05,65.54,53.23,0.0,-0.26
2.73,4.76,7.77,9.0,1.98,5.84,4.26,522.1,105.58,0.92,260.89,10.34,63.87,50.38,0.0,0.01
2.73,5.66,14.73,9.0,0.93,5.87,4.32,455.46,97.23,0.82,186.71,11.21,65.71,53.53,0.0,-0.44
4.86,5.66,14.73,9.0,1.01,5.84,4.29,457.48,99.26,0.84,191.21,11.15,65.13,54.11,0.0,-0.46
2.23,4.41,14.73,9.0,1.61,5.84,4.64,598.51,166.64,1.05,331.31,10.59,65.6,51.02,0.0,0.17
2.29,2.53,4.12,9.0,0.93,5.84,4.24,448.33,84.72,0.8,190.66,10.5,63.04,51.49,0.0,-0.16
2.73,5.66,12.19,9.0,0.93,3.02,4.19,464.19,100.43,0.82,196.82,11.01,65.36,53.01,0.0,-0.39
2.46,5.74,14.73,9.0,1.87,5.84,4.4,588.3,153.88,1.03,322.06,10.5,65.46,50.36,0.0,0.12
2.23,5.66,14.73,9.0,1.01,5.84,4.21,452.9,93.81,0.81,185.06,11.19,65.49,53.54,0.0,-0.48
