minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
2.21,5.78,6.58,9.0,1.84,6.11,4.3,535.42,128.17,0.95,272.6,10.48,64.28,50.92,0.0
3.56,4.46,11.88,9.0,1.53,6.11,4.59,592.71,165.06,1.04,324.42,10.64,66.08,51.0,0.0
4.89,5.3,6.58,9.0,1.57,4.42,4.4,475.09,92.31,0.85,215.15,10.56,63.43,52.01,0.0
2.21,4.46,8.14,9.0,0.99,6.11,4.38,489.63,116.83,0.88,221.48,11.01,65.53,53.09,0.0
2.51,5.0,6.0,9.0,1.53,6.36,4.22,506.11,106.28,0.91,242.83,10.64,64.43,51.78,0.0
4.88,1.78,14.05,9.0,0.88,5.74,6.14,1052.84,606.91,1.57,773.49,9.91,70.27,45.88,113.0
2.82,5.59,6.67,9.0,0.86,3.07,4.47,454.17,91.1,0.79,184.36,11.01,66.22,52.4,0.0
2.82,2.18,10.9,9.0,1.05,7.38,4.78,577.07,182.08,1.01,315.36,10.41,64.43,50.45,0.0
2.82,5.59,10.92,9.0,0.88,5.74,4.15,445.66,93.98,0.82,180.58,11.2,64.86,54.46,0.0
3.85,5.59,14.05,9.0,0.65,5.74,4.28,450.64,106.49,0.82,182.76,11.33,65.38,54.56,31.0
2.82,5.59,12.83,9.0,0.88,7.55,4.38,472.39,111.94,0.85,203.02,11.23,65.89,53.44,0.0
1.37,5.59,12.83,9.0,0.88,4.82,4.31,496.16,132.08,0.9,228.87,11.17,65.36,53.81,3.0
1.31,3.94,12.83,9.0,0.88,3.41,4.35,498.12,127.1,0.91,232.2,10.92,65.01,53.02,0.0
2.82,3.82,8.79,9.0,0.7,2.49,4.58,469.98,111.38,0.85,206.38,10.78,64.41,52.57,10.0
4.08,3.84,12.83,9.0,0.88,6.59,4.36,492.25,129.77,0.87,224.93,11.01,65.46,52.85,0.0
4.18,4.89,12.83,9.0,0.88,7.55,4.42,537.51,164.71,0.96,266.14,11.1,66.56,53.0,0.0
3.4,1.77,12.83,9.0,0.88,4.71,5.05,670.87,266.62,1.08,405.38,10.16,65.86,48.23,0.0
2.82,5.68,6.67,9.0,0.86,3.07,4.18,491.89,126.36,0.89,227.05,10.99,64.72,53.5,1.0
2.82,5.59,6.67,9.0,0.81,4.55,4.1,442.33,90.65,0.81,177.4,11.17,64.69,54.3,0.0
2.42,5.53,6.67,9.0,1.07,3.07,4.71,484.06,108.47,0.87,217.72,10.79,65.19,52.35,0.0
4.57,5.59,10.79,9.0,0.87,5.99,4.39,511.35,144.25,0.91,241.21,11.11,66.42,53.17,0.0
1.58,5.59,13.77,9.0,0.62,3.61,4.3,424.52,77.78,0.78,157.52,11.28,65.22,54.46,62.0
4.21,5.59,6.67,9.0,0.86,5.06,4.26,477.84,117.51,0.84,208.93,11.04,65.88,52.94,0.0
2.82,4.19,6.7,9.0,0.88,4.64,4.19,460.98,99.85,0.83,194.72,10.99,65.09,52.97,0.0
2.82,5.59,12.09,9.0,0.93,7.55,4.31,459.03,100.12,0.82,189.61,11.23,65.91,53.32,0.0
1.81,5.59,14.64,9.0,1.54,7.55,4.28,514.99,126.14,0.9,247.17,10.86,65.55,51.88,0.0
4.66,3.86,6.19,9.0,0.7,6.24,4.49,469.42,117.76,0.85,203.27,11.0,65.04,53.49,3.0
1.74,5.38,12.83,9.0,1.03,6.86,4.23,465.55,99.34,0.83,195.74,11.15,66.01,52.86,0.0
3.39,5.73,10.49,9.0,0.88,2.16,4.26,528.12,148.73,0.93,259.16,10.84,65.8,52.27,0.0
4.57,5.59,9.12,9.0,0.87,5.99,4.17,454.03,100.83,0.81,185.82,11.14,65.63,53.24,0.0
4.57,1.55,10.79,9.0,0.87,5.57,6.05,1063.72,621.82,1.54,786.3,9.73,69.7,45.4,65.0
3.93,3.09,10.79,9.0,1.94,3.84,4.72,600.56,160.29,1.0,343.94,10.0,62.85,49.25,0.0
4.57,3.51,10.79,9.0,1.52,7.7,4.59,599.26,172.79,0.98,329.01,10.59,67.01,49.64,0.0
4.57,5.59,5.01,9.0,0.87,4.53,4.26,500.08,134.21,0.89,233.26,10.92,65.3,52.7,0.0
4.57,2.9,10.79,9.0,0.76,5.99,4.53,481.07,126.38,0.85,216.31,10.81,64.97,52.08,1.0
4.79,2.47,6.6,9.0,1.52,7.55,5.04,736.79,276.53,1.1,463.73,10.15,67.81,47.5,0.0
2.85,4.24,11.01,9.0,1.05,7.58,4.42,583.75,184.98,1.02,310.83,10.92,67.61,50.47,0.0
1.72,4.93,11.19,9.0,0.88,5.97,4.42,486.76,121.0,0.88,217.65,11.17,65.8,53.54,0.0
2.82,1.76,12.83,9.0,1.12,6.08,4.82,575.15,175.43,1.01,314.86,10.21,63.79,50.14,0.0
4.46,4.04,13.52,9.0,0.72,7.55,4.37,504.49,150.29,0.9,236.65,11.06,65.67,52.89,10.0
2.82,5.59,14.42,9.0,0.88,5.1,4.3,444.08,91.89,0.81,177.73,11.19,65.11,54.19,0.0
