minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
3.68,5.79,10.44,9.0,0.57,5.48,4.15,430.86,90.74,0.78,162.65,11.36,65.53,54.31,61.0
3.68,4.25,8.97,9.0,1.56,4.74,4.36,502.08,109.39,0.89,240.96,10.54,63.79,51.54,0.0
3.68,5.79,10.26,9.0,1.28,2.27,4.71,541.03,141.52,0.98,276.9,10.58,64.51,51.62,0.0
3.68,3.15,8.88,9.0,0.96,2.84,4.47,496.16,124.65,0.89,235.74,10.57,63.71,52.03,0.0
4.62,5.79,13.17,9.0,1.88,5.92,4.59,650.69,192.85,1.06,382.63,10.44,66.24,49.46,0.0
4.66,2.47,10.44,9.0,0.57,3.39,4.32,458.78,110.7,0.81,197.36,10.64,64.02,51.89,20.0
3.68,4.79,13.98,9.0,1.88,5.92,4.98,569.85,141.08,1.0,308.7,10.43,63.72,51.3,0.0
2.28,2.27,4.86,9.0,1.5,2.9,4.63,556.21,133.2,0.99,302.63,9.78,61.92,49.01,0.0
3.68,3.9,4.07,9.0,0.76,5.92,4.26,469.35,108.88,0.84,202.96,10.93,65.14,53.08,2.0
3.68,5.79,14.02,9.0,1.82,2.94,4.36,559.22,132.85,0.98,296.45,10.35,64.33,50.46,0.0
3.68,1.58,10.44,9.0,1.28,2.94,5.33,841.33,367.28,1.18,566.38,9.48,68.75,43.26,0.0
1.71,4.02,13.92,9.0,1.19,2.94,4.42,541.94,147.62,0.99,278.29,10.69,64.5,52.01,0.0
4.46,5.79,10.44,9.0,1.28,6.83,4.25,495.77,112.33,0.87,227.03,11.0,65.77,52.9,0.0
3.68,2.97,10.44,9.0,1.19,2.94,4.89,571.4,168.64,1.0,309.37,10.38,64.19,50.73,0.0
1.41,5.79,7.72,9.0,1.15,7.46,4.16,449.76,93.42,0.82,183.19,11.09,65.19,53.26,0.0
4.94,5.79,5.36,9.0,1.42,6.83,4.31,516.9,124.87,0.93,254.5,10.64,64.27,52.0,0.0
